"TF","TargetGene"
"Acaa1b(+)","Slc9a2"
"Acaa1b(+)","Lrrfip1"
"Acaa1b(+)","Plcb2"
"Acaa1b(+)","Abhd12"
"Acaa1b(+)","Sulf2"
"Acaa1b(+)","Asph"
"Acaa1b(+)","9430015G10Rik"
"Acaa1b(+)","Adipor2"
"Acaa1b(+)","Hebp1"
"Acaa1b(+)","Klhdc4"
"Acaa1b(+)","Fam89a"
"Acaa1b(+)","Ear2"
"Acaa1b(+)","Baz1a"
"Acaa1b(+)","Ehhadh"
"Acaa1b(+)","Cpeb3"
"Acaa1b(+)","Cox15"
"Bhlhe41(+)","Adhfe1"
"Bhlhe41(+)","Arfgef1"
"Bhlhe41(+)","Plekhb2"
"Bhlhe41(+)","Rnf149"
"Bhlhe41(+)","Slc9a4"
"Bhlhe41(+)","Nrp2"
"Bhlhe41(+)","Xrcc5"
"Bhlhe41(+)","Smarcal1"
"Bhlhe41(+)","Cnppd1"
"Bhlhe41(+)","Rhbdd1"
"Bhlhe41(+)","B3gnt7"
"Bhlhe41(+)","Dis3l2"
"Bhlhe41(+)","Agap1"
"Bhlhe41(+)","Ndufa10"
"Bhlhe41(+)","Zcchc2"
"Bhlhe41(+)","Tmem185b"
"Bhlhe41(+)","Ccdc93"
"Bhlhe41(+)","Ccnt2"
"Bhlhe41(+)","Zranb3"
"Bhlhe41(+)","Mapkapk2"
"Bhlhe41(+)","Elk4"
"Bhlhe41(+)","Rbbp5"
"Bhlhe41(+)","Ppp1r15b"
"Bhlhe41(+)","Ppp1r12b"
"Bhlhe41(+)","Gm4788"
"Bhlhe41(+)","Edem3"
"Bhlhe41(+)","Glul"
"Bhlhe41(+)","Soat1"
"Bhlhe41(+)","Zbtb37"
"Bhlhe41(+)","Mettl13"
"Bhlhe41(+)","Gorab"
"Bhlhe41(+)","Creg1"
"Bhlhe41(+)","Fam78b"
"Bhlhe41(+)","Aldh9a1"
"Bhlhe41(+)","Uhmk1"
"Bhlhe41(+)","Sh2d1b1"
"Bhlhe41(+)","Fcrla"
"Bhlhe41(+)","Cd84"
"Bhlhe41(+)","Acbd3"
"Bhlhe41(+)","Cnih3"
"Bhlhe41(+)","Disp1"
"Bhlhe41(+)","Aida"
"Bhlhe41(+)","Rab3gap2"
"Bhlhe41(+)","Rps6kc1"
"Bhlhe41(+)","Gm15867"
"Bhlhe41(+)","Frmd4a"
"Bhlhe41(+)","Camk1d"
"Bhlhe41(+)","Ankrd16"
"Bhlhe41(+)","Abi1"
"Bhlhe41(+)","Spopl"
"Bhlhe41(+)","Pnpla7"
"Bhlhe41(+)","Dpp7"
"Bhlhe41(+)","Uap1l1"
"Bhlhe41(+)","Snapc4"
"Bhlhe41(+)","Sec16a"
"Bhlhe41(+)","Rxra"
"Bhlhe41(+)","Ralgds"
"Bhlhe41(+)","Nek6"
"Bhlhe41(+)","Nr6a1"
"Bhlhe41(+)","Orc4"
"Bhlhe41(+)","Rbm43"
"Bhlhe41(+)","Ly75"
"Bhlhe41(+)","Fap"
"Bhlhe41(+)","Galnt3"
"Bhlhe41(+)","Phospho2"
"Bhlhe41(+)","Mettl5"
"Bhlhe41(+)","Hat1"
"Bhlhe41(+)","Fam171b"
"Bhlhe41(+)","Pex16"
"Bhlhe41(+)","Traf6"
"Bhlhe41(+)","Pdhx"
"Bhlhe41(+)","Arl14ep"
"Bhlhe41(+)","Katnbl1"
"Bhlhe41(+)","Aqr"
"Bhlhe41(+)","Eif2ak4"
"Bhlhe41(+)","Bub1b"
"Bhlhe41(+)","Plcb2"
"Bhlhe41(+)","Vps39"
"Bhlhe41(+)","Zfp106"
"Bhlhe41(+)","Galk2"
"Bhlhe41(+)","Mertk"
"Bhlhe41(+)","Tmem87b"
"Bhlhe41(+)","Il1a"
"Bhlhe41(+)","Sirpa"
"Bhlhe41(+)","Fastkd5"
"Bhlhe41(+)","Slx4ip"
"Bhlhe41(+)","Kif16b"
"Bhlhe41(+)","Bfsp1"
"Bhlhe41(+)","Abhd12"
"Bhlhe41(+)","Tbc1d20"
"Bhlhe41(+)","Nol4l"
"Bhlhe41(+)","Zfp341"
"Bhlhe41(+)","Edem2"
"Bhlhe41(+)","Pkig"
"Bhlhe41(+)","Ctsa"
"Bhlhe41(+)","Ctsz"
"Bhlhe41(+)","Dnajc5"
"Bhlhe41(+)","Nudt11"
"Bhlhe41(+)","Nudt10"
"Bhlhe41(+)","Gripap1"
"Bhlhe41(+)","Atp6ap2"
"Bhlhe41(+)","Timp1"
"Bhlhe41(+)","Dock11"
"Bhlhe41(+)","Lonrf3"
"Bhlhe41(+)","Slc25a43"
"Bhlhe41(+)","Xiap"
"Bhlhe41(+)","Zfp280c"
"Bhlhe41(+)","Mtm1"
"Bhlhe41(+)","Ikbkg"
"Bhlhe41(+)","Mpp1"
"Bhlhe41(+)","Snx12"
"Bhlhe41(+)","Uprt"
"Bhlhe41(+)","Pgk1"
"Bhlhe41(+)","Diaph2"
"Bhlhe41(+)","Nxt2"
"Bhlhe41(+)","Acsl4"
"Bhlhe41(+)","Ammecr1"
"Bhlhe41(+)","Mbtps2"
"Bhlhe41(+)","Car5b"
"Bhlhe41(+)","Tceanc"
"Bhlhe41(+)","Hccs"
"Bhlhe41(+)","Pld1"
"Bhlhe41(+)","Egfem1"
"Bhlhe41(+)","Pik3ca"
"Bhlhe41(+)","Nhlrc3"
"Bhlhe41(+)","Serp1"
"Bhlhe41(+)","Bche"
"Bhlhe41(+)","Map9"
"Bhlhe41(+)","Gba"
"Bhlhe41(+)","Kcnn3"
"Bhlhe41(+)","Ube2q1"
"Bhlhe41(+)","Snx27"
"Bhlhe41(+)","Ctsk"
"Bhlhe41(+)","Pde4dip"
"Bhlhe41(+)","Gm5544"
"Bhlhe41(+)","Phgdh"
"Bhlhe41(+)","Dram2"
"Bhlhe41(+)","AI504432"
"Bhlhe41(+)","Sort1"
"Bhlhe41(+)","Sars"
"Bhlhe41(+)","Slc25a24"
"Bhlhe41(+)","Slc35a3"
"Bhlhe41(+)","Agl"
"Bhlhe41(+)","Frrs1"
"Bhlhe41(+)","Snx7"
"Bhlhe41(+)","Bcar3"
"Bhlhe41(+)","Camk2d"
"Bhlhe41(+)","4930539J05Rik"
"Bhlhe41(+)","Lamtor3"
"Bhlhe41(+)","Metap1"
"Bhlhe41(+)","Gbp7"
"Bhlhe41(+)","Mcoln3"
"Bhlhe41(+)","Pdp1"
"Bhlhe41(+)","Atp6v0d2"
"Bhlhe41(+)","Manea"
"Bhlhe41(+)","Aco1"
"Bhlhe41(+)","Ubap1"
"Bhlhe41(+)","Rusc2"
"Bhlhe41(+)","Tstd2"
"Bhlhe41(+)","Tbc1d2"
"Bhlhe41(+)","Tmem38b"
"Bhlhe41(+)","Susd1"
"Bhlhe41(+)","Snx30"
"Bhlhe41(+)","Slc31a2"
"Bhlhe41(+)","Kdm4c"
"Bhlhe41(+)","Dennd4c"
"Bhlhe41(+)","Tusc1"
"Bhlhe41(+)","Ak4"
"Bhlhe41(+)","Cc2d1b"
"Bhlhe41(+)","Zswim5"
"Bhlhe41(+)","Rims3"
"Bhlhe41(+)","Rlf"
"Bhlhe41(+)","Rragc"
"Bhlhe41(+)","Zscan20"
"Bhlhe41(+)","Dhdds"
"Bhlhe41(+)","Lypla2"
"Bhlhe41(+)","E2f2"
"Bhlhe41(+)","Atp13a2"
"Bhlhe41(+)","Plekhm2"
"Bhlhe41(+)","Vps13d"
"Bhlhe41(+)","Gm13212"
"Bhlhe41(+)","Pex14"
"Bhlhe41(+)","Hes5"
"Bhlhe41(+)","Gnb1"
"Bhlhe41(+)","Ptpn12"
"Bhlhe41(+)","Gsap"
"Bhlhe41(+)","Dnajc2"
"Bhlhe41(+)","Sh3bp2"
"Bhlhe41(+)","Acox3"
"Bhlhe41(+)","Sh3tc1"
"Bhlhe41(+)","Cpeb2"
"Bhlhe41(+)","Fbxl5"
"Bhlhe41(+)","Bst1"
"Bhlhe41(+)","Tapt1"
"Bhlhe41(+)","Chic2"
"Bhlhe41(+)","Clock"
"Bhlhe41(+)","Ankrd17"
"Bhlhe41(+)","Uso1"
"Bhlhe41(+)","Scarb2"
"Bhlhe41(+)","Prdm8"
"Bhlhe41(+)","Enoph1"
"Bhlhe41(+)","Wdfy3"
"Bhlhe41(+)","Arhgap24"
"Bhlhe41(+)","Nudt9"
"Bhlhe41(+)","Evi5"
"Bhlhe41(+)","Mfsd7a"
"Bhlhe41(+)","Pitpnb"
"Bhlhe41(+)","Mapkapk5"
"Bhlhe41(+)","Hvcn1"
"Bhlhe41(+)","Rilpl2"
"Bhlhe41(+)","Vkorc1l1"
"Bhlhe41(+)","Card11"
"Bhlhe41(+)","0610040B10Rik"
"Bhlhe41(+)","Smurf1"
"Bhlhe41(+)","Medag"
"Bhlhe41(+)","B3glct"
"Bhlhe41(+)","Ppp1r9a"
"Bhlhe41(+)","Asns"
"Bhlhe41(+)","C1galt1"
"Bhlhe41(+)","Tmem168"
"Bhlhe41(+)","Tfec"
"Bhlhe41(+)","Met"
"Bhlhe41(+)","Atp6v1f"
"Bhlhe41(+)","Agbl3"
"Bhlhe41(+)","Wdr91"
"Bhlhe41(+)","Mtpn"
"Bhlhe41(+)","Ubn2"
"Bhlhe41(+)","Hipk2"
"Bhlhe41(+)","Gpnmb"
"Bhlhe41(+)","Snx10"
"Bhlhe41(+)","Herc3"
"Bhlhe41(+)","Pcyox1"
"Bhlhe41(+)","Anxa4"
"Bhlhe41(+)","Rab7"
"Bhlhe41(+)","Kbtbd12"
"Bhlhe41(+)","Iqsec1"
"Bhlhe41(+)","Sumf1"
"Bhlhe41(+)","Cidec"
"Bhlhe41(+)","Pparg"
"Bhlhe41(+)","Plxnd1"
"Bhlhe41(+)","Zfp239"
"Bhlhe41(+)","Adipor2"
"Bhlhe41(+)","Atp6v1e1"
"Bhlhe41(+)","Clec4d"
"Bhlhe41(+)","Atn1"
"Bhlhe41(+)","Cd9"
"Bhlhe41(+)","Kcna6"
"Bhlhe41(+)","Tigar"
"Bhlhe41(+)","Hebp1"
"Bhlhe41(+)","Fam234b"
"Bhlhe41(+)","Golt1b"
"Bhlhe41(+)","Etnk1"
"Bhlhe41(+)","Bhlhe41"
"Bhlhe41(+)","Itpr2"
"Bhlhe41(+)","Ppp6r1"
"Bhlhe41(+)","Sbk2"
"Bhlhe41(+)","Ptgir"
"Bhlhe41(+)","Axl"
"Bhlhe41(+)","Cd33"
"Bhlhe41(+)","1700028J19Rik"
"Bhlhe41(+)","Nosip"
"Bhlhe41(+)","Ftl1"
"Bhlhe41(+)","Uevld"
"Bhlhe41(+)","Atp10a"
"Bhlhe41(+)","Anpep"
"Bhlhe41(+)","Abhd17c"
"Bhlhe41(+)","Tmem135"
"Bhlhe41(+)","Fam181b"
"Bhlhe41(+)","Nars2"
"Bhlhe41(+)","Myo7a"
"Bhlhe41(+)","Lipt2"
"Bhlhe41(+)","Fam168a"
"Bhlhe41(+)","Tpp1"
"Bhlhe41(+)","Smg1"
"Bhlhe41(+)","Itpripl2"
"Bhlhe41(+)","Polr3e"
"Bhlhe41(+)","Gga2"
"Bhlhe41(+)","Spns1"
"Bhlhe41(+)","Cln3"
"Bhlhe41(+)","Plekha1"
"Bhlhe41(+)","Lrrc27"
"Bhlhe41(+)","Kndc1"
"Bhlhe41(+)","Slc25a22"
"Bhlhe41(+)","Ctsd"
"Bhlhe41(+)","Tnfrsf26"
"Bhlhe41(+)","Mrgpre"
"Bhlhe41(+)","Plekhg1"
"Bhlhe41(+)","Rmnd1"
"Bhlhe41(+)","Rab32"
"Bhlhe41(+)","Fbxo30"
"Bhlhe41(+)","Epm2a"
"Bhlhe41(+)","Phactr2"
"Bhlhe41(+)","Arfgef3"
"Bhlhe41(+)","Hbs1l"
"Bhlhe41(+)","Sgk1"
"Bhlhe41(+)","Raet1d"
"Bhlhe41(+)","Enpp1"
"Bhlhe41(+)","Slc16a10"
"Bhlhe41(+)","Cd164"
"Bhlhe41(+)","Ccdc162"
"Bhlhe41(+)","Cd24a"
"Bhlhe41(+)","Atg5"
"Bhlhe41(+)","Grik2"
"Bhlhe41(+)","Nus1"
"Bhlhe41(+)","Serinc1"
"Bhlhe41(+)","Psap"
"Bhlhe41(+)","Sgpl1"
"Bhlhe41(+)","Aifm2"
"Bhlhe41(+)","Gucd1"
"Bhlhe41(+)","Shc2"
"Bhlhe41(+)","Pias4"
"Bhlhe41(+)","Mfsd12"
"Bhlhe41(+)","Hcfc2"
"Bhlhe41(+)","Slc41a2"
"Bhlhe41(+)","Dram1"
"Bhlhe41(+)","Gnptab"
"Bhlhe41(+)","Ntn4"
"Bhlhe41(+)","Fgd6"
"Bhlhe41(+)","5730420D15Rik"
"Bhlhe41(+)","Eea1"
"Bhlhe41(+)","Osbpl8"
"Bhlhe41(+)","Krr1"
"Bhlhe41(+)","Dyrk2"
"Bhlhe41(+)","Gns"
"Bhlhe41(+)","B4galnt1"
"Bhlhe41(+)","Dtx3"
"Bhlhe41(+)","Pip4k2c"
"Bhlhe41(+)","Spryd4"
"Bhlhe41(+)","Insr"
"Bhlhe41(+)","Mcoln1"
"Bhlhe41(+)","F7"
"Bhlhe41(+)","Lamp1"
"Bhlhe41(+)","Adam3"
"Bhlhe41(+)","Mak16"
"Bhlhe41(+)","Lonrf1"
"Bhlhe41(+)","Mtmr7"
"Bhlhe41(+)","Slc7a2"
"Bhlhe41(+)","Snx25"
"Bhlhe41(+)","Acsl1"
"Bhlhe41(+)","Tmem192"
"Bhlhe41(+)","March1"
"Bhlhe41(+)","Tma16"
"Bhlhe41(+)","Lpl"
"Bhlhe41(+)","Slc18a1"
"Bhlhe41(+)","Atp6v1b2"
"Bhlhe41(+)","Slc27a1"
"Bhlhe41(+)","Colgalt1"
"Bhlhe41(+)","Zfp709"
"Bhlhe41(+)","Mmaa"
"Bhlhe41(+)","Elmod2"
"Bhlhe41(+)","Dnase2a"
"Bhlhe41(+)","Cbln1"
"Bhlhe41(+)","Gm2694"
"Bhlhe41(+)","Ogfod1"
"Bhlhe41(+)","Rspry1"
"Bhlhe41(+)","Slc38a7"
"Bhlhe41(+)","Atp6v0d1"
"Bhlhe41(+)","Aars"
"Bhlhe41(+)","Pdpr"
"Bhlhe41(+)","1190005I06Rik"
"Bhlhe41(+)","Klhdc4"
"Bhlhe41(+)","Mvd"
"Bhlhe41(+)","Rnf166"
"Bhlhe41(+)","Afg3l1"
"Bhlhe41(+)","Exoc8"
"Bhlhe41(+)","Rbm34"
"Bhlhe41(+)","Kctd6"
"Bhlhe41(+)","Ap3m1"
"Bhlhe41(+)","Samd8"
"Bhlhe41(+)","Slmap"
"Bhlhe41(+)","Eaf1"
"Bhlhe41(+)","Ncoa4"
"Bhlhe41(+)","Ddhd1"
"Bhlhe41(+)","Gmfb"
"Bhlhe41(+)","Lgals3"
"Bhlhe41(+)","Ccnb1ip1"
"Bhlhe41(+)","Mettl17"
"Bhlhe41(+)","4931414P19Rik"
"Bhlhe41(+)","Atp8a2"
"Bhlhe41(+)","Arl11"
"Bhlhe41(+)","Neil2"
"Bhlhe41(+)","Mtmr9"
"Bhlhe41(+)","Dok2"
"Bhlhe41(+)","Esd"
"Bhlhe41(+)","Cog3"
"Bhlhe41(+)","Rgcc"
"Bhlhe41(+)","Kctd12"
"Bhlhe41(+)","Cln5"
"Bhlhe41(+)","Rbm26"
"Bhlhe41(+)","Pcca"
"Bhlhe41(+)","Slc36a4"
"Bhlhe41(+)","S1pr2"
"Bhlhe41(+)","Dpy19l2"
"Bhlhe41(+)","Fam118b"
"Bhlhe41(+)","Zfp202"
"Bhlhe41(+)","Zw10"
"Bhlhe41(+)","Zc3h12c"
"Bhlhe41(+)","Tnfaip8l3"
"Bhlhe41(+)","Dmxl2"
"Bhlhe41(+)","Nrg4"
"Bhlhe41(+)","Snupn"
"Bhlhe41(+)","Hexa"
"Bhlhe41(+)","Dis3l"
"Bhlhe41(+)","Dpp8"
"Bhlhe41(+)","Mtfmt"
"Bhlhe41(+)","Vps13c"
"Bhlhe41(+)","Rnf111"
"Bhlhe41(+)","Lipc"
"Bhlhe41(+)","Myo5a"
"Bhlhe41(+)","Mb21d1"
"Bhlhe41(+)","Myo6"
"Bhlhe41(+)","Ibtk"
"Bhlhe41(+)","Rbm6"
"Bhlhe41(+)","Pfkfb4"
"Bhlhe41(+)","Shisa5"
"Bhlhe41(+)","Smarcc1"
"Bhlhe41(+)","Ubp1"
"Bhlhe41(+)","Azi2"
"Bhlhe41(+)","Ackr2"
"Bhlhe41(+)","Sacm1l"
"Bhlhe41(+)","Ppp3r1"
"Bhlhe41(+)","B3gnt2"
"Bhlhe41(+)","0610010F05Rik"
"Bhlhe41(+)","Ccdc88a"
"Bhlhe41(+)","Cpeb4"
"Bhlhe41(+)","Sh3pxd2b"
"Bhlhe41(+)","Pank3"
"Bhlhe41(+)","Trim41"
"Bhlhe41(+)","Mgat1"
"Bhlhe41(+)","Mgat4b"
"Bhlhe41(+)","Canx"
"Bhlhe41(+)","Slc36a1"
"Bhlhe41(+)","Smcr8"
"Bhlhe41(+)","Sco1"
"Bhlhe41(+)","Stx8"
"Bhlhe41(+)","Tnfsf12"
"Bhlhe41(+)","Phf23"
"Bhlhe41(+)","Ctns"
"Bhlhe41(+)","Sgsm2"
"Bhlhe41(+)","Rab11fip4os1"
"Bhlhe41(+)","Pigw"
"Bhlhe41(+)","Car4"
"Bhlhe41(+)","Samd14"
"Bhlhe41(+)","Stac2"
"Bhlhe41(+)","Cnp"
"Bhlhe41(+)","Dnajc7"
"Bhlhe41(+)","Nkiras2"
"Bhlhe41(+)","Kcnh4"
"Bhlhe41(+)","Atp6v0a1"
"Bhlhe41(+)","Vat1"
"Bhlhe41(+)","Cd79b"
"Bhlhe41(+)","Cep95"
"Bhlhe41(+)","2610035D17Rik"
"Bhlhe41(+)","Tmem104"
"Bhlhe41(+)","Sept9"
"Bhlhe41(+)","Tha1"
"Bhlhe41(+)","Aatk"
"Bhlhe41(+)","Larp4b"
"Bhlhe41(+)","Gpr137b"
"Bhlhe41(+)","Lyst"
"Bhlhe41(+)","Vps41"
"Bhlhe41(+)","Lyrm4"
"Bhlhe41(+)","Smim13"
"Bhlhe41(+)","Tmem170b"
"Bhlhe41(+)","Dtnbp1"
"Bhlhe41(+)","Gmpr"
"Bhlhe41(+)","Kif13a"
"Bhlhe41(+)","Fam120a"
"Bhlhe41(+)","Iars"
"Bhlhe41(+)","Rgs14"
"Bhlhe41(+)","Ubqln1"
"Bhlhe41(+)","Dapk1"
"Bhlhe41(+)","6720489N17Rik"
"Bhlhe41(+)","Zfp455"
"Bhlhe41(+)","Erap1"
"Bhlhe41(+)","Cast"
"Bhlhe41(+)","Mctp1"
"Bhlhe41(+)","Lhfpl2"
"Bhlhe41(+)","Ap3b1"
"Bhlhe41(+)","Col4a3bp"
"Bhlhe41(+)","Serf1"
"Bhlhe41(+)","Ankrd55"
"Bhlhe41(+)","1110002L01Rik"
"Bhlhe41(+)","Dnmt3a"
"Bhlhe41(+)","Adcy3"
"Bhlhe41(+)","Gen1"
"Bhlhe41(+)","Slc26a4"
"Bhlhe41(+)","Prkar2b"
"Bhlhe41(+)","Nampt"
"Bhlhe41(+)","Pnpla8"
"Bhlhe41(+)","Lrr1"
"Bhlhe41(+)","Slc38a6"
"Bhlhe41(+)","Gphn"
"Bhlhe41(+)","Zfyve26"
"Bhlhe41(+)","Pcnx"
"Bhlhe41(+)","Abcd4"
"Bhlhe41(+)","Tmed8"
"Bhlhe41(+)","Clmn"
"Bhlhe41(+)","Rai14"
"Bhlhe41(+)","Mtdh"
"Bhlhe41(+)","Matn2"
"Bhlhe41(+)","Atp6v1c1"
"Bhlhe41(+)","Lrp12"
"Bhlhe41(+)","Zhx1"
"Bhlhe41(+)","Tatdn1"
"Bhlhe41(+)","Grina"
"Bhlhe41(+)","Mroh1"
"Bhlhe41(+)","Mb"
"Bhlhe41(+)","Csf2rb2"
"Bhlhe41(+)","Csf2rb"
"Bhlhe41(+)","Pla2g6"
"Bhlhe41(+)","Kdelr3"
"Bhlhe41(+)","Josd1"
"Bhlhe41(+)","Alg10b"
"Bhlhe41(+)","Abcd2"
"Bhlhe41(+)","Pfkm"
"Bhlhe41(+)","Asb8"
"Bhlhe41(+)","Tmbim6"
"Bhlhe41(+)","Slc11a2"
"Bhlhe41(+)","Csrnp2"
"Bhlhe41(+)","Acvr1b"
"Bhlhe41(+)","Map3k12"
"Bhlhe41(+)","Atf7"
"Bhlhe41(+)","Copz1"
"Bhlhe41(+)","Zfp597"
"Bhlhe41(+)","Rpl39l"
"Bhlhe41(+)","Zc3h7a"
"Bhlhe41(+)","Crkl"
"Bhlhe41(+)","Klhl24"
"Bhlhe41(+)","Abcc5"
"Bhlhe41(+)","Vps8"
"Bhlhe41(+)","Ehhadh"
"Bhlhe41(+)","Lpp"
"Bhlhe41(+)","Senp5"
"Bhlhe41(+)","Dtx3l"
"Bhlhe41(+)","Lrrc58"
"Bhlhe41(+)","Atp6v1a"
"Bhlhe41(+)","Cd200r4"
"Bhlhe41(+)","Ift57"
"Bhlhe41(+)","Cd47"
"Bhlhe41(+)","Dubr"
"Bhlhe41(+)","Zbtb11"
"Bhlhe41(+)","Cmss1"
"Bhlhe41(+)","Dcbld2"
"Bhlhe41(+)","Nsun3"
"Bhlhe41(+)","Nrip1"
"Bhlhe41(+)","Usp25"
"Bhlhe41(+)","Snx9"
"Bhlhe41(+)","Tmem181a"
"Bhlhe41(+)","Rps6ka2"
"Bhlhe41(+)","Igf2r"
"Bhlhe41(+)","9330136K24Rik"
"Bhlhe41(+)","Amdhd2"
"Bhlhe41(+)","Atp6v0c"
"Bhlhe41(+)","Tsc2"
"Bhlhe41(+)","Telo2"
"Bhlhe41(+)","Clcn7"
"Bhlhe41(+)","Rab40c"
"Bhlhe41(+)","Capn15"
"Bhlhe41(+)","Ergic1"
"Bhlhe41(+)","Bnip1"
"Bhlhe41(+)","Stk38"
"Bhlhe41(+)","Abcg1"
"Bhlhe41(+)","Tnfrsf21"
"Bhlhe41(+)","Gtpbp2"
"Bhlhe41(+)","Tomm6"
"Bhlhe41(+)","Tfeb"
"Bhlhe41(+)","Zfp119b"
"Bhlhe41(+)","1700061G19Rik"
"Bhlhe41(+)","Fbxl17"
"Bhlhe41(+)","Strn"
"Bhlhe41(+)","Rhoq"
"Bhlhe41(+)","Mcfd2"
"Bhlhe41(+)","Svil"
"Bhlhe41(+)","Mkx"
"Bhlhe41(+)","Pkd2l2"
"Bhlhe41(+)","Reep2"
"Bhlhe41(+)","Gnpda1"
"Bhlhe41(+)","Yipf5"
"Bhlhe41(+)","Srfbp1"
"Bhlhe41(+)","Prrc1"
"Bhlhe41(+)","Wdr7"
"Bhlhe41(+)","Malt1"
"Bhlhe41(+)","Dym"
"Bhlhe41(+)","Haus1"
"Bhlhe41(+)","Neto1"
"Bhlhe41(+)","Tmx3"
"Bhlhe41(+)","Cpt1a"
"Bhlhe41(+)","Vegfb"
"Bhlhe41(+)","Rtn3"
"Bhlhe41(+)","Fth1"
"Bhlhe41(+)","Cyb561a3"
"Bhlhe41(+)","Stx3"
"Bhlhe41(+)","Patl1"
"Bhlhe41(+)","Mpeg1"
"Bhlhe41(+)","Dtx4"
"Bhlhe41(+)","Zfp91"
"Bhlhe41(+)","A930007I19Rik"
"Bhlhe41(+)","Cstf2t"
"Bhlhe41(+)","Lipa"
"Bhlhe41(+)","Pik3ap1"
"Bhlhe41(+)","Pgam1"
"Bhlhe41(+)","Pi4k2a"
"Bhlhe41(+)","Hps1"
"Bhlhe41(+)","Kcnip2"
"Bhlhe41(+)","Tcf7l2"
"Bhlhe41(+)","Shtn1"
"Bhlhe41(+)","Miga2"
"Bhlhe41(+)","A730017L22Rik"
"Bhlhe41(+)","2900097C17Rik"
"Bhlhe41(+)","4930412C18Rik"
"Bhlhe41(+)","Tmem268"
"Bhlhe41(+)","Zfp979"
"Bhlhe41(+)","Zfp984"
"Bhlhe41(+)","Washc2"
"Bhlhe41(+)","Etfrf1"
"Bhlhe41(+)","Selenos"
"Bhlhe41(+)","2310009A05Rik"
"Bhlhe41(+)","AA465934"
"Bhlhe41(+)","F730043M19Rik"
"Bhlhe41(+)","Ppp4r3a"
"Bhlhe41(+)","Gm6093"
"Bhlhe41(+)","Mfsd14b"
"Bhlhe41(+)","Eef1akmt1"
"Bhlhe41(+)","AU022793"
"Bhlhe41(+)","Fam91a1"
"Bhlhe41(+)","Washc5"
"Bhlhe41(+)","Riox2"
"Bhlhe41(+)","Washc1"
"Bhlhe41(+)","Trmt61b"
"Bhlhe41(+)","Stpg4"
"Bhlhe41(+)","Igip"
"Bhlhe41(+)","Lipo3"
"Tcf7l2(+)","Ramp1"
"Tcf7l2(+)","Ppp1r12b"
"Tcf7l2(+)","Frmd4a"
"Tcf7l2(+)","Blvra"
"Tcf7l2(+)","Mamld1"
"Tcf7l2(+)","Kctd12b"
"Tcf7l2(+)","Pag1"
"Tcf7l2(+)","Pde4dip"
"Tcf7l2(+)","Bcar3"
"Tcf7l2(+)","Faxc"
"Tcf7l2(+)","Acot11"
"Tcf7l2(+)","Laptm5"
"Tcf7l2(+)","Chd5"
"Tcf7l2(+)","Adam22"
"Tcf7l2(+)","Acox3"
"Tcf7l2(+)","B3glct"
"Tcf7l2(+)","Tfec"
"Tcf7l2(+)","Zfp819"
"Tcf7l2(+)","Klhl25"
"Tcf7l2(+)","Ptpre"
"Tcf7l2(+)","Frk"
"Tcf7l2(+)","Pald1"
"Tcf7l2(+)","Adcy7"
"Tcf7l2(+)","Eepd1"
"Tcf7l2(+)","Cib2"
"Tcf7l2(+)","Sh3bgrl2"
"Tcf7l2(+)","Vstm2a"
"Tcf7l2(+)","Atxn1"
"Tcf7l2(+)","Prkar2b"
"Tcf7l2(+)","Lsmem1"
"Tcf7l2(+)","Esrrb"
"Tcf7l2(+)","Lrp12"
"Tcf7l2(+)","Ext1"
"Tcf7l2(+)","Mtss1"
"Tcf7l2(+)","Gramd4"
"Tcf7l2(+)","Hic2"
"Tcf7l2(+)","Nrip1"
"Tcf7l2(+)","Ppt2"
"Tcf7l2(+)","Runx2"
"Tcf7l2(+)","Svil"
"Tcf7l2(+)","Zfp608"
"Tcf7l2(+)","Slc12a2"
"Tcf7l2(+)","Nt5c2"
"Tcf7l2(+)","Tcf7l2"
"Tcf7l2(+)","Scn2a"
"Tcf7l2(+)","Prag1"
"Tcf7l2(+)","Large1"
